티커,종목명,매도거래량,매수거래량,순매수거래량,매도거래대금,매수거래대금,순매수거래대금
187660,현대ADM,229395979,230040853,644874,1653300708443,1656266072870,2965364427
187790,나노,98677334,98760084,82750,155581236105,155934976032,353739927
187870,디바이스이엔지,50839784,51840857,1001073,1269742714570,1284871234420,15128519850
188040,바이오포트,230586,233613,3027,1610906500,1628596315,17689815
188260,세니젠,505980,582202,76222,916717135,1059343074,142625939
189300,인텔리안테크,44920656,45025882,105226,1206366563050,1208286394450,1919831400
189330,씨이랩,694938,687094,-7844,3065441613,3025182322,-40259291
189690,포시에스,17085117,16908036,-177081,129133627380,127949294075,-1184333305
189860,서전기전,47528176,47578696,50520,178609302350,178870756925,261454575
189980,흥국에프엔비,231448179,232754220,1306041,479426862677,482062398868,2635536191
190510,나무가,33021897,33086048,64151,615802574880,619739906260,3937331380
190650,코리아에셋투자증권,16549868,16624326,74458,121567945460,122195165635,627220175
191410,육일씨엔에쓰,32232609,32159518,-73091,104614319905,104407980450,-206339455
191420,테고사이언스,32836011,32841743,5732,912108352550,913273036680,1164684130
192250,케이사인,902984221,906628317,3644096,1377531491236,1384490300389,6958809153
192390,윈하이텍,40076597,38211226,-1865371,125533384170,121332946720,-4200437450
192410,감마누,75217287,75462935,245648,365469177170,367466097890,1996920720
192440,슈피겐코리아,15057326,15617545,560219,928290757850,960699356950,32408599100
193250,와이제이엠게임즈,202053014,201897387,-155627,345809977926,346132629715,322651789
194480,데브시스터즈,5696630,5563309,-133321,59614776670,57987330020,-1627446650
194510,파티게임즈,15892402,16502549,610147,5807702352,6087611691,279909339
194700,노바렉스,21203670,20516997,-686673,684904571350,663209384800,-21695186550
195440,퓨전,16573290,16582913,9623,60188963605,60437993065,249029460
195500,마니커에프앤지,231504734,236850505,5345771,2283347061305,2336644858715,53297797410
195940,HK이노엔,1698891,1272151,-426740,93792796350,70175767600,-23617028750
195990,에이비프로바이오,7657118392,7704734209,47615817,11934705747765,11997117059073,62411311308
196170,알테오젠,116935605,113666593,-3269012,18128116798800,17597601983200,-530514815600
196300,애니젠,16196982,16211889,14907,209940239225,210640848830,700609605
196450,디오스텍,214465826,232781502,18315676,108795923116,119097245523,10301322407
196490,디에이테크놀로지,838827590,854929408,16101818,1424185924319,1447069221849,22883297530
196700,웹스,95730191,95668188,-62003,200084442614,200050361925,-34080689
197140,디지캡,50659311,51216915,557604,232945177850,235466585795,2521407945
197210,리드,146737547,143993815,-2743732,25138020898,25483501257,345480359
198080,엔피디,188666773,194320832,5654059,828040431765,852985550185,24945118420
198440,고려시멘트,423607150,423328646,-278504,1449827139305,1450545943230,718803925
198940,한주라이트메탈,3777521,3919610,142089,2574923898,2676074055,101150157
199430,케이엔알시스템,1901694,1901883,189,64238595325,64355509775,116914450
199480,뱅크웨어글로벌,1099462,1095808,-3654,6166895540,6167140380,244840
199550,레이저옵텍,1768383,1796278,27895,11706484065,11912718395,206234330
199730,바이오인프라,99980,102335,2355,452456558,463677648,11221090
199800,툴젠,211416,229530,18114,11693001250,12746314275,1053313025
199820,제일전기공업,29936495,31603716,1667221,858247372550,919170236450,60922863900
200130,콜마비앤에이치,53622486,56242324,2619838,2779338043400,2917211984000,137873940600
200230,텔콘RF제약,1710046710,1711866547,1819837,12045452184675,12067786369605,22334184930
200350,아티스트스튜디오,372982,391055,18073,1945249287,2030824021,85574734
200470,에이팩트,77172913,76714786,-458127,501065381360,497173469315,-3891912045
200670,휴메딕스,26954980,26963603,8623,665722711800,666229315500,506603700
200710,에이디테크놀로지,106222391,107976196,1753805,2920503071700,2971365370150,50862298450
200780,비씨월드제약,281578914,281858363,279449,6321549389850,6331648157950,10098768100
201490,미투온,192960929,192864148,-96781,1284741402360,1284622006835,-119395525
203400,에이비온,13756846,13928241,171395,49649417116,49995338318,345921202
203450,유니온커뮤니티,109590631,111470064,1879433,436240377950,446338102700,10097724750
203650,드림시큐리티,929325688,931377803,2052115,3425124015465,3432226018495,7102003030
203690,프로스테믹스,600887294,603338055,2450761,2542840692850,2554557941080,11717248230
204020,그리티,108869093,108215250,-653843,330352889655,329723940460,-628949195
204270,제이앤티씨,186092349,197406068,11313719,2126873631900,2254544523070,127670891170
204610,티쓰리,6916728,7168807,252079,14076380038,14618458810,542078772
204620,글로벌텍스프리,55618106,57837853,2219747,174137396880,181623975525,7486578645
204630,스튜디오산타클로스,122920436,123573258,652822,445206378410,447364096535,2157718125
204840,지엘팜텍,293930128,295990029,2059901,373886113249,377647276115,3761162866
204990,코썬바이오,232057108,235631902,3574794,45242295607,46364247742,1121952135
205100,엑셈,244615027,247136299,2521272,938191186845,947884528365,9693341520
205470,휴마시스,1972602640,1976734155,4131515,14081476969185,14106815079135,25338109950
205500,액션스퀘어,77703603,77730286,26683,107646845030,107864860070,218015040
206400,베노홀딩스,242951582,250391053,7439471,391065798878,405571488614,14505689736
206560,덱스터,186125025,186140946,15921,1351711171425,1353838858655,2127687230
206640,바디텍메드,332399133,331929750,-469383,6912938992280,6908719596870,-4219395410
206650,유바이오로직스,415513245,420918866,5405621,7507245236370,7599428794825,92183558455
207760,미스터블루,332607450,332472797,-134653,3395120020805,3396303399510,1183378705
208140,정다운,254998882,255006896,8014,722101207700,723543124445,1441916745
208340,파멥신,88768667,90038253,1269586,2626269914250,2666825621100,40555706850
208350,지란지교시큐리티,29224231,29216333,-7898,171708711450,171970136500,261425050
208370,셀바스헬스케어,113305832,113412447,106615,301620500645,302472365250,851864605
208640,썸에이지,387211128,408927851,21716723,426225464733,450673391331,24447926598
208710,바이오로그디바이스,126066490,126873705,807215,217701293620,219227906930,1526613310
208860,엔지스테크널러지,44051268,43596304,-454964,253415424035,251156531660,-2258892375
209640,와이제이링크,53502392,54115678,613286,271460614729,275085656717,3625041988
210120,캔버스엔,5387790,5052094,-335696,9431810731,8936787690,-495023041
211050,인카금융서비스,871500,817216,-54284,12574606780,11607381510,-967225270
211270,AP위성,11812581,11577315,-235266,90628285415,88885810000,-1742475415
212560,네오오토,24004984,23962427,-42557,107711057515,107659622905,-51434610
212710,아이에스티이,4564471,4888166,323695,45413500885,48361517445,2948016560
213090,미래테크놀로지,1765484,1765576,92,14853944140,14893259100,39314960
213420,덕산네오룩스,46622063,46707299,85236,1488494946700,1489016289300,521342600
214150,클래시스,80297223,78460663,-1836560,1113292617200,1079653753120,-33638864080
214180,민앤지,37515338,37736068,220730,553114270510,558648356670,5534086160
214260,라파스,83346685,85106141,1759456,1917953187240,1957061899800,39108712560
214270,퓨쳐스트림네트웍스,785633117,793944763,8311646,924735090752,934705381858,9970291106
214310,세미콘라이트,319702842,329717616,10014774,468246212854,483042871884,14796659030
214370,케어젠,7806722,8219247,412525,515837345900,537388488700,21551142800
214430,아이쓰리시스템,39888433,40567996,679563,886838768750,901098727200,14259958450
214450,파마리서치프로덕트,21169368,20861111,-308257,1122252328350,1108857759800,-13394568550
214610,미코바이오메드,52067672,55898464,3830792,667556922100,717306656790,49749734690
214680,디알텍,333888263,336896534,3008271,572347354613,578299201569,5951846956
214870,뉴지랩,306081244,307689157,1607913,4442796933092,4471298937522,28502004430
215000,골프존,6046154,6413083,366929,395441064200,415184815350,19743751150
215090,이디티,332957309,333331695,374386,477492030026,478657272329,1165242303
215100,로보로보,550617636,551180952,563316,2977635747875,2981602856980,3967109105
215200,메가스터디교육,14328521,15784019,1455498,549058116800,599068731150,50010614350
215360,우리산업,49549408,50598625,1049217,1034958553600,1054610719250,19652165650
215380,우정바이오,532908212,534366614,1458402,5169979907930,5182131820410,12151912480
215480,토박스코리아,1025649407,1028798989,3149582,1285531129186,1289812733910,4281604724
215600,신라젠,392349525,396383729,4034204,5584645442000,5651540952180,66895510180
215790,이노인스트루먼트,409084641,415753202,6668561,1002446110200,1019374582400,16928472200
216050,인크로스,20030210,19119386,-910824,697227628950,662181091650,-35046537300
216080,제테마,50764288,52351735,1587447,1460080579880,1506288604970,46208025090
217190,제너셈,35040887,34650173,-390714,126066263725,124270509360,-1795754365
217270,넵튠,115029877,115806031,776154,1895992795615,1910109340400,14116544785
217330,싸이토젠,43140433,42576430,-564003,811982837050,790619414730,-21363422320
217480,에스디생명공학,84298771,84746659,447888,482937508985,486836828680,3899319695
217500,러셀,446777625,446462764,-314861,1180204036624,1180443284707,239248083
217600,켐온,2168372882,2171489323,3116441,8311717865284,8326944335604,15226470320
217620,디딤,351570985,352294657,723672,698248039044,700093151852,1845112808
217730,강스템바이오텍,294000839,297321081,3320242,2574982702805,2605124398830,30141696025
217820,엔에스,105873762,106658625,784863,1186097705690,1194318640580,8220934890
218150,미래생명자원,158563427,158227404,-336023,561217311290,560658888840,-558422450
218410,RFHIC,149459095,150293707,834612,5737196506600,5757867498500,20670991900
219130,타이거일렉,24337774,23502055,-835719,221531868345,214891113020,-6640755325
219420,링크제니시스,44802306,44298823,-503483,329277819820,327272558210,-2005261610
219550,MP한강,856651850,860706174,4054324,1101052007687,1107000595527,5948587840
219750,지티지웰니스,69007317,70822698,1815381,332962600715,342937152295,9974551580
220100,퓨쳐켐,37846813,38803100,956287,545387627110,561858820540,16471193430
220180,핸디소프트,22124924,21255582,-869342,73077530205,70724147155,-2353383050
220260,켐트로스,594885792,596244016,1358224,3485054632795,3493903923805,8849291010
220630,해마로푸드서비스,189203928,179006926,-10197002,558993059640,528361072005,-30631987635
221610,자안,1681079043,1712217491,31138448,870426052235,893110205051,22684152816
221800,유투바이오,44258215,45125525,867310,542529739621,553262668634,10732929013
221840,하이즈항공,91910842,91351796,-559046,468884158450,466858757645,-2025400805
221980,케이디켐,1048338,996371,-51967,12655903410,12152841100,-503062310
222040,코스맥스엔비티,57339906,58860682,1520776,444011914535,450062876275,6050961740
222080,씨아이에스,1077193267,1076459692,-733575,6790942307875,6788444930445,-2497377430
222110,팬젠,20593204,20830225,237021,200444933275,203664502965,3219569690
222420,쎄노텍,499594989,499776663,181674,1172827127463,1173970711660,1143584197
222800,심텍,169743079,174683048,4939969,2636997022520,2720652551250,83655528730
222810,마이더스AI,1328557319,1351978128,23420809,1027352557493,1046832639152,19480081659
222980,한국맥널티,58532380,59050437,518057,409668424240,413958495640,4290071400
223250,드림씨아이에스,26584493,27297596,713103,754488539100,774915904650,20427365550
223310,이에스브이,1595434824,1603514304,8079480,317558327879,318779959697,1221631818
224060,코디엠,6936785081,7052678748,115893667,2775326559865,2819179135551,43852575686
224110,에이텍티앤,133943885,134197005,253120,2569339794440,2573546732620,4206938180
225190,삼양옵틱스,7738407,8167268,428861,75374137380,79966050170,4591912790
225220,제놀루션,29874274,31351354,1477080,1050705631700,1101956941500,51251309800
225330,씨엠에스에듀,36643815,38982737,2338922,200262494525,213617470970,13354976445
225430,케이엠제약,745707052,746457897,750845,2903321906040,2907108946575,3787040535
225530,보광산업,91668551,92457585,789034,582257654820,587181518770,4923863950
225570,넷게임즈,53434849,53121785,-313064,454890451670,451740064230,-3150387440
225590,패션플랫폼,78220491,77900262,-320229,93454539884,93087175626,-367364258
226330,신테카바이오,303820753,306895529,3074776,6111105900200,6165844315040,54738414840
226340,본느,87360008,87872336,512328,254098580205,256102108105,2003527900
226350,아이엠텍,91152600,96905763,5753163,47562641964,50874683200,3312041236
226360,이엑스티,182300311,188950334,6650023,589117043570,612330423125,23213379555
226400,오스테오닉,35267090,35593268,326178,149345543565,151470328335,2124784770
226440,한송네오텍,1013010305,1021748198,8737893,1893907597991,1912525017323,18617419332
226590,엠디바이스,9662939,9169361,-493578,216011202705,204961881695,-11049321010
226950,올릭스,44164157,44503693,339536,2346809136950,2356530185900,9721048950
227100,디자인,17827166,18028745,201579,181744102400,181801792610,57690210
227610,아우딘퓨쳐스,8918416,8837644,-80772,52146376790,52145705115,-671675
227950,엔투텍,1654126309,1674537495,20411186,9677313151810,9769976746300,92663594490
228340,동양파일,34934226,35646824,712598,94703854065,96468410125,1764556060
228670,레이,25653840,25705065,51225,1156007326200,1154965906800,-1041419400
228760,지노믹트리,92676594,95161582,2484988,1757012227250,1807920953800,50908726550
228850,레이언스,23998140,24592435,594295,298190696140,304943180430,6752484290
229000,젠큐릭스,44157947,46119465,1961518,926112352550,969532410700,43420058150
230240,에치에프알,109862633,111289860,1427227,3846656713750,3896892138100,50235424350
230360,에코마케팅,44110755,45499949,1389194,1420999446350,1446156612600,25157166250
230980,솔트웍스,78732979,79567321,834342,366637125745,371422222690,4785096945
232140,와이아이케이,233112301,239911752,6799451,1191525272815,1227536563920,36011291105
232680,라온로보틱스,11339773,11542792,203019,227708070760,232223197020,4515126260
232830,아이티센피엔에스,608119,656957,48838,1241598388,1338151094,96552706
234030,싸이닉솔루션,5902865,6053182,150317,55721944175,57221030095,1499085920
234100,세원,433726612,437376990,3650378,2006178394655,2025116052470,18937657815
234300,에스트래픽,29045372,29605029,559657,152891689930,155310556705,2418866775
234340,세틀뱅크,30422379,31749389,1327010,856229207300,893577291000,37348083700
234690,녹십자웰빙,177231891,177490423,258532,2362719529110,2366591945170,3872416060
234920,자이글,36264939,36245067,-19872,150543259080,150416530450,-126728630
235980,메드팩토,108066568,109109701,1043133,8119849141300,8166848415700,46999274400
236200,슈프리마,38158704,38561930,403226,1329333257700,1335527922750,6194665050
236810,엔비티,677850,696507,18657,1328163312,1357559952,29396640
237690,에스티팜,99308701,100105794,797093,6297000144350,6354499003500,57498859150
237750,피앤씨테크,35011843,35111090,99247,227588686710,228806627115,1217940405
237820,플레이디,124253725,126406002,2152277,1435465177260,1459680740270,24215563010
237880,클리오,24811747,26186275,1374528,509806719400,535271788300,25465068900
238090,앤디포스,1423618662,1433350888,9732226,10140217394460,10203595116605,63377722145
238120,얼라인드,42741332,42662751,-78581,613500494720,613466169770,-34324950
238200,비피도,10230851,10174661,-56190,214735309450,214158316350,-576993100
238490,힘스,40359600,40759938,400338,682802168610,693488528950,10686360340
239340,줌인터넷,489975828,492231901,2256073,2881384582830,2892725253710,11340670880
239610,에이치엘사이언스,14094021,14736267,642246,731476610100,764784280000,33307669900
239890,피엔에이치테크,611351,577799,-33552,3136257982,2964040573,-172217409
240550,동방메디컬,2010021,1914482,-95539,15962363325,15201501240,-760862085
240600,유진테크놀로지,464363,519854,55491,1659623965,1860424915,200800950
240810,원익IPS,85779316,87351872,1572556,2977561106150,3006792913350,29231807200
241520,DSC인베스트먼트,236751608,235360582,-1391026,1097191434980,1090532490645,-6658944335
241690,유니테크노,12239821,12081149,-158672,137389207490,135511183270,-1878024220
241710,코스메카코리아,26790978,27552967,761989,325826454660,334791694440,8965239780
241770,메카로,15220358,15187620,-32738,195746537450,195945884520,199347070
241790,오션브릿지,43903583,43599587,-303996,664116196000,660856664510,-3259531490
241820,피씨엘,259287084,259284274,-2810,4974140030900,4977303807020,3163776120
241840,에이스토리,85677608,85260710,-416898,1020058015230,1008480746915,-11577268315
242040,나무기술,243433841,245530401,2096560,907962572080,915914911950,7952339870
243070,휴온스,22442043,22215487,-226556,1285247726600,1269291987200,-15955739400
243840,신흥에스이씨,21167000,21521260,354260,866307925500,875897754750,9589829250
244460,올리패스,54294428,56310592,2016164,972295315700,1010631939170,38336623470
245620,EDGC,1278267899,1283709280,5441381,17018631056830,17085829422620,67198365790
246690,TS인베스트먼트,448937562,450478702,1541140,1573606776955,1579240302165,5633525210
246710,티앤알바이오팹,81812562,82910096,1097534,1175331457000,1191308873280,15977416280
246720,아스타,18725715,19005172,279457,93664953430,95333415910,1668462480
246960,이노테라피,31334776,31778395,443619,455702980480,462848816910,7145836430
247540,에코프로비엠,135637728,136774845,1137117,14001289747400,14059921100100,58631352700
247660,나노씨엠에스,306329,314107,7778,1520538013,1559272560,38734547
250000,보라티알,65663172,65548142,-115030,915602499855,915004603840,-597896015
250060,모비스,308274582,308810223,535641,813413802016,815869352390,2455550374
250930,예선테크,126476848,127944250,1467402,313133590335,315706699995,2573109660
251120,바이오에프디엔씨,307952,284938,-23014,4828239800,4460703525,-367536275
251370,와이엠티,31629479,33034050,1404571,783306930100,810702567450,27395637350
251630,브이원텍,46916220,47447904,531684,419179719430,423781366730,4601647300
251970,펌텍코리아,13801904,14491344,689440,216705322060,228621939920,11916617860
252500,세화피앤씨,122292820,122188395,-104425,506051431915,506111303495,59871580
252990,샘씨엔에스,18879579,18141873,-737706,210765454525,202895957865,-7869496660
253450,스튜디오드래곤,47170939,48394446,1223507,3931222892320,4012732278600,81509386280
253590,네오셈,161241625,161407911,166286,456903465044,460214565971,3311100927
253840,수젠텍,623227061,629123313,5896252,16663146068760,16767887656760,104741588000
254120,자비스,280059825,283869320,3809495,706596853032,713995798004,7398944972
254490,미래반도체,7722289,7681539,-40750,154727771205,153908922245,-818848960
255220,SG,67951028,70552301,2601273,149507711186,155503248274,5995537088
255440,야스,21194174,21951646,757472,302201018080,313894706380,11693688300
256150,한독크린텍,20803673,20605443,-198230,394043374490,390501145200,-3542229290
256630,포인트엔지니어링,170169754,172755586,2585832,546813890320,556300788040,9486897720
256840,한국비엔씨,497672677,510047747,12375070,1744644463255,1778313553100,33669089845
256940,케이피에스,66080929,65350226,-730703,1435566047000,1423008294600,-12557752400
257370,명성티엔에스,84096631,84839820,743189,1210047286507,1218959124510,8911838003
257720,실리콘투,8035947,9764111,1728164,361741122025,438732030350,76990908325
258610,이더블유케이,149542818,154201136,4658318,1106168303230,1137738805520,31570502290
258790,소프트캠프,733069846,739650671,6580825,2693686223394,2707500516189,13814292795
258830,세종메디칼,52975444,52821338,-154106,670298660165,667803995445,-2494664720
259630,엠플러스,50504446,51342983,838537,1005165479660,1017722807170,12557327510
260660,알리코제약,78740397,78872520,132123,1082493758830,1085987462860,3493704030
260930,씨티케이코스메틱스,4746790,4343443,-403347,64746229490,60125467720,-4620761770
260970,에스앤디,232327,274653,42326,15649450050,18366753600,2717303550
261200,덴티스,261598117,264477619,2879502,529874125295,536425987015,6551861720
261520,이지스,14626845,14674115,47270,178551691295,179238533485,686842190
261780,차백신연구소,766398,886142,119744,2043305340,2366615436,323310096
262260,에이프로,33306931,35711626,2404695,1461568584450,1586093877400,124525292950
262840,아이퀘스트,586974,632904,45930,1008751891,1087453945,78702054
263020,디케이앤디,36425084,36260913,-164171,293050565880,292398231830,-652334050
263050,유틸렉스,35438454,35421502,-16952,1761668375850,1766861798000,5193422150
263540,샘코,13241193,13643140,401947,60520674750,61909452675,1388777925
263600,덕우전자,79472411,80782449,1310038,625090311855,636039648010,10949336155
263690,디알젬,119647125,119781452,134327,1802581863395,1807198545450,4616682055
263700,케어랩스,122135870,125027128,2891258,1738609504773,1776421119194,37811614421
263720,디앤씨미디어,29153236,29206140,52904,833762490450,836849143250,3086652800
263750,펄어비스,7963443,7261197,-702246,1604397643000,1455135870600,-149261772400
263770,유에스티,147430610,147352392,-78218,770704562550,770462347650,-242214900
263800,데이타솔루션,297725815,297698272,-27543,2232866146160,2233948310915,1082164755
263810,상신전자,78997825,78940753,-57072,310914581970,311273701730,359119760
263860,지니언스,38742324,38396811,-345513,251913434470,251350702600,-562731870
263920,블러썸엠앤씨,95255713,100201343,4945630,412794466680,432483079610,19688612930
264450,유비쿼스,21782523,22112612,330089,741742555550,753566685200,11824129650
264660,씨앤지하이테크,33386380,33194866,-191514,304586942420,303162042865,-1424899555
264850,이랜시스,56002123,57883812,1881689,129635728870,133885230870,4249502000
265480,미래에셋대우스팩1호,26933,56102,29169,55133215,114929665,59796450
265520,AP시스템,46629900,49855755,3225855,1209682002150,1292853491650,83171489500
265560,영화테크,72005148,72484831,479683,1210736337895,1219931065985,9194728090
265740,엔에프씨,18490928,20661539,2170611,304880302750,345071758300,40191455550
265920,한화수성스팩,459459,180272,-279187,942470000,370119730,-572350270
267320,나인테크,882223897,892377162,10153265,3572025737262,3600638507616,28612770354
267790,배럴,19988722,20094358,105636,217316987140,218252623920,935636780
267980,매일유업,2823253,3520136,696883,213474065300,262056820500,48582755200
268600,셀리버리,147128631,146416007,-712624,14530897073700,14419871436250,-111025637450
269620,시스웍,664985234,679688110,14702876,3563460908705,3640194256905,76733348200
270520,지엔원에너지,311039657,316613989,5574332,807153747142,821987990167,14834243025
270660,에브리봇,2035280,2095953,60673,51973879550,53650085800,1676206250
270870,뉴트리,30285873,30233231,-52642,680737172950,683877008600,3139835650
271740,한국제5호스팩,817764,803216,-14548,1680249000,1650292430,-29956570
271830,팸텍,1356729,1347822,-8907,2229641857,2216920243,-12721614
272110,케이엔제이,25173649,25911847,738198,264126389390,271870472110,7744082720
272290,이녹스첨단소재,19766709,20324261,557552,889606425200,914042754750,24436329550
273060,와이즈버즈,15203739,19176022,3972283,30616113970,38391390850,7775276880
273640,와이엠텍,290818,261908,-28910,2364181455,2121535555,-242645900
274090,켄코아에어로스페이스,77940001,81096337,3156336,711894396445,745695459890,33801063445
274400,이노시뮬레이션,213230,236016,22786,831546877,920010686,88463809
275630,에스에스알,24772463,24942298,169835,178556344205,180357319300,1800975095
276040,스코넥,3576177,3693586,117409,3578267849,3739098966,160831117
276730,한울앤제주,1883582,1642496,-241086,1959063600,1717171679,-241891921
276920,IBKS제7호스팩,2282780,2091673,-191107,4712259245,4329749275,-382509970
277070,린드먼아시아,43339728,42915452,-424276,230192871850,228256106030,-1936765820
277410,인산가,111002646,111715907,713261,206008838325,207664841810,1656003485
277480,신한제4호스팩,1662970,1759361,96391,3395030770,3590734325,195703555
277810,레인보우로보틱스,1602159,1540856,-61303,1144325138000,1089598865000,-54726273000
277880,티에스아이,18878968,21879834,3000866,307529618650,359929727100,52400108450
278280,천보,46327284,46518187,190903,5750938981250,5817619786950,66680805700
278650,노터스,74299851,75376315,1076464,1815867436400,1842401974050,26534537650
279410,한화에이스스팩4호,8878439,8616730,-261709,18842356705,18367017100,-475339605
279600,미디어젠,18713954,18713264,-690,153023444170,153051110775,27666605
281410,한국제6호스팩,885700,596355,-289345,1814140015,1223534435,-590605580
281740,레이크머티리얼즈,418086446,428468929,10382483,953318688417,972730540940,19411852523
282720,금양그린파워,7354917,7352009,-2908,95318296410,95309280470,-9015940
282880,코윈테크,42596616,43297864,701248,1070270724450,1090243077900,19972353450
284620,카이노스메드,637433757,652019012,14585255,3025727440695,3089332429010,63604988315
285490,노바텍,54723386,55109084,385698,1543516133390,1567524875390,24008742000
285800,진영,727998,749195,21197,1069592992,1100055496,30462504
286750,나노브릭,8581042,8827302,246260,135548664680,138647579200,3098914520
287410,유안타제3호스팩,10780280,12641387,1861107,42135537840,48738872780,6603334940
287840,인투셀,1029332,1049794,20462,51113851950,52742475075,1628623125
288330,브릿지바이오테라퓨틱스,44499320,46237569,1738249,1541251108850,1619505589500,78254480650
288620,에스퓨얼셀,76986985,77335004,348019,2856513881800,2875082744810,18568863010
288980,모아데이타,11335331,10998000,-337331,7785968020,7584265508,-201702512
289010,아이스크림에듀,344389789,345484255,1094466,3710955576560,3724608029460,13652452900
289080,SV인베스트먼트,3190555369,3201172716,10617347,15168962031625,15210693207275,41731175650
289220,자이언트스텝,924219,1001381,77162,3758307905,4036694344,278386439
289930,웨이비스,3664554,3831854,167300,63783192475,67253443710,3470251235
290090,트윔,177400,179338,1938,1233501950,1248074985,14573035
290120,대유에이피,31784742,31854014,69272,231529349300,232082146870,552797570
290270,휴네시온,98231036,98212915,-18121,565636249325,566433419720,797170395
290380,대유,41242743,41107542,-135201,561511450770,559516717900,-1994732870
290510,코리아센터,194709390,205583075,10873685,2415886019350,2535995363130,120109343780
290520,신도기연,39147899,41533273,2385374,905419929800,966562165400,61142235600
290550,디케이티,50643124,50540580,-102544,889495709850,889726871110,231161260
290560,파라택시스이더리움,797194,865384,68190,1136144820,1232269415,96124595
290650,엘앤씨바이오,37282875,37244927,-37948,2415502522950,2411546211600,-3956311350
290660,네오펙트,119777107,123092221,3315114,568009026690,583304227185,15295200495
290670,대보마그네틱,28484542,29017748,533206,941776234150,959425162550,17648928400
290690,소룩스,62980296,64566895,1586599,1879245239400,1913289685350,34044445950
290720,푸드나무,17580383,17653787,73404,389405613600,390233005300,827391700
290740,액트로,40425939,41317285,891346,479643979480,490457136060,10813156580
291210,한국제7호스팩,1380148,1614463,234315,2815070690,3293774710,478704020
291230,삼성스팩2호,2509185,2976148,466963,5061109915,5996422000,935312085
291650,압타머사이언스,86555911,90808107,4252196,2418961543450,2535431981900,116470438450
291810,핀텔,1502701,1551110,48409,3828801980,3973674068,144872088
293490,카카오게임즈,94849298,105192351,10343053,5718114392750,6360938559750,642824167000
293580,나우IB,75801279,76025158,223879,451769083995,453316722285,1547638290
293780,압타바이오,116404175,116509643,105468,3685195749000,3692295824250,7100075250
294090,이오플로우,126419787,131157632,4737845,5450856205900,5594521230600,143665024700
294140,레몬,631445973,635922885,4476912,8886105529650,8933668174640,47562644990
294570,쿠콘,537027,506742,-30285,18252457925,17200081850,-1052376075
294630,서남,324697684,332781597,8083913,1246098125225,1280155066970,34056941745
295310,에이치브이엠,3647795,3606032,-41763,316829988550,309478041500,-7351947050
296640,이노룰스,156215,160120,3905,820792140,841551695,20759555
297090,씨에스베어링,137512320,139280406,1768086,2753836922600,2791208377170,37371454570
297570,알로이스,113751251,115404045,1652794,262151127560,266358345725,4207218165
297890,엘이티,19674769,20631146,956377,383863863100,402232885800,18369022700
298060,에스씨엠생명과학,155160755,160673261,5512506,5976246145900,6164216941550,187970795650
298380,에이비엘바이오,485519877,488734374,3214497,13823919887400,13928929850000,105009962600
298540,더네이쳐홀딩스,10741135,11780306,1039171,468710295650,510887824350,42177528700
298830,슈어소프트테크,15517394,14886117,-631277,127180119145,122249486530,-4930632615
299030,하나기술,30163772,31246100,1082328,2810370754600,2896454029900,86083275300
299170,더블유에스아이,41384164,43050602,1666438,145453994760,149367156010,3913161250
299660,셀리드,92506930,93641557,1134627,3520716434200,3560308795200,39592361000
299900,위지윅스튜디오,186395265,186750710,355445,929655817225,932662651215,3006833990
299910,베스파,11855018,11596180,-258838,150887556510,148075103720,-2812452790
300080,플리토,32241361,32526120,284759,465164340830,469507786680,4343445850
300120,라온피플,65221510,66527734,1306224,1510138942600,1537064292100,26925349500
301300,바이브컴퍼니,28148551,29583869,1435318,1063075717750,1114599546000,51523828250
302430,이노메트리,78182975,79149184,966209,1651369415180,1671066000520,19696585340
302550,리메드,52254557,53487971,1233414,1442790379100,1465700236100,22909857000
303030,지니틱스,315845509,318526624,2681115,900086212690,908495315815,8409103125
303360,프로티아,448585,456811,8226,2370718822,2400201882,29483060
303530,이노뎁,379006,406777,27771,1922102172,2063131897,141029725
303810,동국생명과학,2183950,2490398,306448,8010557517,9136011683,1125454166
304100,솔트룩스,22190937,23718497,1527560,779848349500,840035014200,60186664700
304360,에스바이오메딕스,753808,654344,-99464,26480133825,22726414800,-3753719025
304840,피플바이오,191768998,193713995,1944997,9608971845500,9690618181800,81646336300
305090,마이크로디지탈,48063273,48322656,259383,1006642415720,1010804416700,4162000980
306040,에스제이그룹,15086388,16040365,953977,477088740950,509168984600,32080243650
306620,네온테크,256189651,260832473,4642822,767368605115,778984610490,11616005375
307070,SK4호스팩,559159,638343,79184,1128084180,1283745800,155661620
307160,하나머스트제6호스팩,10212290,10586584,374294,22291199970,23138200500,847000530
307180,아이엘사이언스,100510709,103544342,3033633,290609841155,298042836855,7432995700
307280,교보8호스팩,26480306,28238606,1758300,89168715275,93781835120,4613119845
307750,국전약품,52174370,55091687,2917317,297239803950,307981673290,10741869340
307870,상상인이안1호스팩,914455,1147550,233095,1832040885,2293692175,461651290
307930,컴퍼니케이,155524797,155623468,98671,1398543976260,1400129887850,1585911590
308080,바이젠셀,5585299,5992896,407597,44077049625,47851630445,3774580820
308100,까스텔바작,47179783,47137545,-42238,569608400400,569347775950,-260624450
308430,셀비온,2632756,2427447,-205309,83817792250,78274292325,-5543499925
309710,아이티켐,1188900,1219371,30471,39634292750,40666371625,1032078875
